Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CCJ,Cameco Corporation,9.53,3771904736,n/a,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ccj
CWH,"Camping World Holdings, Inc.",29.71,2415575353,n/a,2016,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cwh
CMD,Cantel Medical Corp.,77.21,3221281035,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmd
BXMT,"Capital Trust, Inc.",31.85,3020258391,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxmt
CCP,"Care Capital Properties, Inc.",25.92,2178567109,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ccp
CSL,Carlisle Companies Incorporated,99.27,6412717218,n/a,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/csl
CRI,"Carter&#39;s, Inc.",87.95,4255930579,n/a,2003,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/cri
CTLT,"Catalent, Inc.",36.83,4602284240,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctlt
FUN,"Cedar Fair, L.P.",70.98,3991606153,n/a,1987,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/fun
CX,Cemex S.A.B. de C.V.,9.27,4518575799,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cx
CNCO,Cencosud S.A.,8.22,7843351232,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cnco
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,3.79,5126483239,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ebr
CF,"CF Industries Holdings, Inc.",28.48,6641097664,n/a,2005,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cf
CRL,"Charles River Laboratories International, Inc.",94.14,4484770009,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/crl
CHE,Chemed Corp.,208.52,3353456382,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che
CC,Chemours Company (The),40.95,7553784870,n/a,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cc
CHK,Chesapeake Energy Corporation,5.28,4794594948,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chk
CIM,Chimera Investment Corporation,19.21,3607243984,n/a,2007,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cim
CEA,China Eastern Airlines Corporation Ltd.,28.66,8292820095,n/a,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cea
ZNH,China Southern Airlines Company Limited,40.21,7895287381,n/a,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/znh
CHH,"Choice Hotels International, Inc.",66,3725583774,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh
CIEN,Ciena Corporation,25.75,3652164138,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien
XEC,Cimarex Energy Co,101.14,9619285726,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xec
CNK,Cinemark Holdings Inc,39.75,4627792507,n/a,2007,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/cnk
CIT,CIT Group Inc (DEL),46.95,6828648384,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cit
CLH,"Clean Harbors, Inc.",59.04,3377648112,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/clh
CLDR,"Cloudera, Inc.",17.81,2280821674,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cldr
CNO,"CNO Financial Group, Inc.",20.94,3587263061,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/cno
UTF,"Cohen & Steers Infrastructure Fund, Inc",23.62,2015253534,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/utf
CFX,Colfax Corporation,40.94,5035283391,n/a,2008,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/cfx
CLNS,"Colony NorthStar, Inc.",14.25,7857102357,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clns
SFR,Colony Starwood Homes,34.95,3957870775,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfr
CXP,"Columbia Property Trust, Inc.",22.16,2713504543,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxp
CMC,Commercial Metals Company,20.14,2331784468,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cmc
CBU,"Community Bank System, Inc.",57.99,2937958562,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbu
CIG,Comp En De Mn Cemig ADS,2.25,2832393722,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cig
CBD,Companhia Brasileira de Distribuicao,20.52,5453532951,n/a,1997,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,9.26,6329301387,n/a,2002,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),7.58,2074304900,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elp
CCU,"Compania Cervecerias Unidas, S.A.",26.33,4864505310,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ccu
CMP,"Compass Minerals International, Inc.",68.45,2315212278,n/a,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cmp
CNDT,Conduent Incorporated,16.31,3414008417,n/a,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cndt
CNX,CONSOL Energy Inc.,15.49,3563461690,n/a,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnx
CVG,Convergys Corporation,24.65,2320220345,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg
CPA,"Copa Holdings, S.A.",114.17,4808387031,n/a,2005,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,108.34,4786767369,n/a,1995,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/clb
CXW,"CoreCivic, Inc.",30.25,3574026550,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxw
CLGX,"CoreLogic, Inc.",42.88,3629458308,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx
COR,CoreSite Realty Corporation,106.07,3627123792,n/a,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cor
OFC,Corporate Office Properties Trust,35.58,3537840728,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc
COTV,"Cotiviti Holdings, Inc.",38.14,3502719246,n/a,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cotv
COT,Cott Corporation,14.48,2011117252,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cot
CUZ,Cousins Properties Incorporated,9.01,3774258528,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cuz
CPL,CPFL Energia S.A.,15.87,8077153510,n/a,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpl
CR,Crane Company,78.98,4699865466,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cr
CPG,Crescent Point Energy Corporation,9,4901758272,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpg
CCK,"Crown Holdings, Inc.",58.01,7894403679,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cck
CSRA,CSRA Inc.,32.31,5274604592,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/csra
CST,"CST Brands, Inc.",48.35,3670961517,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cst
CUBE,CubeSmart,23.96,4317043819,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube
CFR,"Cullen/Frost Bankers, Inc.",98.59,6304872598,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr
CW,Curtiss-Wright Corporation,92.56,4095376716,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw
DAN,Dana Incorporated,22.34,3229458672,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan
DAR,Darling Ingredients Inc.,16.06,2644298770,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar
DCP,DCP Midstream LP,33.52,4803494035,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dcp
DCT,DCT Industrial Trust Inc,54.87,5046292171,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,9.22,3384446944,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr
DECK,Deckers Outdoor Corporation,69.29,2216591604,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck
DLX,Deluxe Corporation,71.26,3456207127,n/a,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx
DRH,Diamondrock Hospitality Company,11.58,2319081809,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh
DKS,Dick&#39;s Sporting Goods Inc,40.59,4565587676,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,27.05,2041650091,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd
DLB,Dolby Laboratories,50.5,5152623474,n/a,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb
DM,"Dominion Energy Midstream Partners, LP",27.75,2753412054,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm
UFS,Domtar Corporation,37.36,2428441245,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",46.9,6147908543,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci
DSL,DoubleLine Income Solutions Fund,20.75,2103009201,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl
DEI,"Douglas Emmett, Inc.",39.14,6050455804,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei
RDY,Dr. Reddy&#39;s Laboratories Ltd,40.42,6698670587,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy
DRQ,"Dril-Quip, Inc.",53.4,2020356533,n/a,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq
DST,"DST Systems, Inc.",61.95,7652473118,n/a,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst
DNP,"Duff & Phelps Utilities Income, Inc.",11.15,3162754019,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp
DNB,Dun & Bradstreet Corporation (The),105.55,3894520359,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb
DFT,"Dupont Fabros Technology, Inc.",62.58,4870987519,n/a,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/dft
DY,"Dycom Industries, Inc.",89.21,2772539659,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy
EXP,Eagle Materials Inc,99.07,4808634001,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp
EGP,"EastGroup Properties, Inc.",85.76,2907032791,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp
EV,Eaton Vance Corporation,48.71,5622339085,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,9.18,2767384532,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg
EDR,Education Realty Trust Inc.,39.35,2879722325,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr
EE,El Paso Electric Company,53.65,2175925004,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
EGO,Eldorado Gold Corporation,2.81,2014254626,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego
ELLI,"Ellie Mae, Inc.",110.94,3779642928,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
ERJ,Embraer-Empresa Brasileira de Aeronautica,19.1,3507518862,n/a,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj
EME,"EMCOR Group, Inc.",66,3909380508,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme
ESRT,"Empire State Realty Trust, Inc.",21.3,6725247260,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt
ENBL,"Enable Midstream Partners, LP",15.04,6503119987,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enbl
EEP,"Enbridge Energy, L.P.",16.44,7204562340,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/eep
ECA,Encana Corporation,9.72,9458767593,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eca
ENIC,Enel Chile S.A.,5.53,5429660666,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enic
EOCC,Enel Generacion Chile S.A.,23.06,6304415346,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eocc
EGN,Energen Corporation,55.56,5399788504,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egn
ENR,"Energizer Holdings, Inc.",50.8,3141114266,n/a,2015,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/enr
EPC,"Energizer Holdings, Inc.",75.81,4353102840,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/epc
ERF,Enerplus Corporation,8.39,2031461849,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/erf
ENS,Enersys,77.31,3364383151,n/a,2004,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ens
ENLK,"EnLink Midstream Partners, LP",16.76,5806537313,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlk
ENLC,"EnLink Midstream, LLC",17,3069480798,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc
EVHC,Envision Healthcare Corporation,56.73,6667538282,n/a,2016,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/evhc
EPAM,"EPAM Systems, Inc.",82.74,4289204119,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam
EPR,EPR Properties,73.85,5438226045,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr
EQGP,"EQT GP Holdings, LP",24.86,6616861900,n/a,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqgp
EQM,"EQT Midstream Partners, LP",71.14,5732586264,n/a,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm
EQC,Equity Commonwealth,31.98,3967572956,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqc
ELS,"Equity Lifestyle Properties, Inc.",85.15,7394631978,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els
ESNT,Essent Group Ltd.,37.17,3470921070,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt
ESL,Esterline Technologies Corporation,97.6,2905923758,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl
EVR,Evercore Partners Inc,72.55,2976815229,n/a,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr
STAY,"Extended Stay America, Inc.",19.09,3677164632,n/a,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/stay
EXR,Extra Space Storage Inc,75.2,9472526866,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr
FNB,F.N.B. Corporation,14.49,4681724897,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb
FDS,FactSet Research Systems Inc.,166.98,6588745097,n/a,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds
FICO,Fair Isaac Corporation,135.28,4188961975,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fico
FCB,"FCB Financial Holdings, Inc.",47.75,2034869163,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/fcb
FRT,Federal Realty Investment Trust,127.88,9237891862,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/frt
FII,"Federated Investors, Inc.",27.78,2832426243,n/a,1998,Finance,Investment Managers,http://www.nasdaq.com/symbol/fii
FBR,Fibria Celulose S.A.,11.08,6072837200,n/a,1997,Basic Industries,Paper,http://www.nasdaq.com/symbol/fbr
FNFV,"Fidelity National Financial, Inc.",14.7,4979059285,n/a,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnfv
FAF,First American Corporation (The),43.44,4801430628,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/faf
FCFS,"First Cash, Inc.",55.85,2697677423,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FHN,First Horizon National Corporation,17.83,4170138348,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fhn
FR,"First Industrial Realty Trust, Inc.",29.57,3467761013,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fr
FND,"Floor & Decor Holdings, Inc.",39.59,3715244766,n/a,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fnd
FLO,"Flowers Foods, Inc.",18.42,3854041541,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/flo
FLS,Flowserve Corporation,48.71,6362416029,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/fls
FLR,Fluor Corporation,46.81,6543206795,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/flr
FL,"Foot Locker, Inc.",55.1,7234813703,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fl
FIG,Fortress Investment Group LLC,8,3097725640,n/a,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/fig
FBHS,"Fortune Brands Home & Security, Inc.",64.59,9936814769,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/fbhs
FDP,"Fresh Del Monte Produce, Inc.",52.34,2675151520,n/a,1997,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/fdp
FSIC,FS Investment Corporation,9.3,2279922993,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/fsic
GME,Gamestop Corporation,21.98,2225778676,n/a,2002,Consumer Services,Electronics Distribution,http://www.nasdaq.com/symbol/gme
GPS,"Gap, Inc. (The)",23.42,9268676506,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/gps
GDI,"Gardner Denver Holdings, Inc.",23.49,4456810506,n/a,2017,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/gdi
GATX,GATX Corporation,65.54,2562614000,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/gatx
GCP,GCP Applied Technologies Inc.,31.05,2219007128,n/a,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gcp
GNRC,Generac Holdlings Inc.,36.06,2265817587,n/a,2010,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/gnrc
GWR,"Genesee & Wyoming, Inc.",68.29,4253246999,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/gwr
GEL,"Genesis Energy, L.P.",30.35,3720279266,n/a,1996,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/gel
G,Genpact Limited,27.45,5290812095,n/a,2007,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/g
GEO,Geo Group Inc (The),31.64,3927712177,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/geo
GGB,Gerdau S.A.,2.82,4819752088,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/ggb
GIL,"Gildan Activewear, Inc.",30.68,6906675249,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/gil
GMED,"Globus Medical, Inc.",32.85,3156413143,n/a,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gmed
GDDY,GoDaddy Inc.,42.09,7152839629,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/gddy
GOL,Gol Linhas Aereas Inteligentes S.A.,11.96,6265151636,n/a,2004,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/gol
GFI,Gold Fields Limited,3.65,2995215349,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gfi
GGG,Graco Inc.,111.16,6175160320,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ggg
GHC,Graham Holdings Company,602,3365633908,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ghc
GPT,Gramercy Property Trust,30.57,4642758863,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/gpt
GPK,Graphic Packaging Holding Company,13.12,4074493749,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/gpk
GXP,Great Plains Energy Inc,29.53,6366829116,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gxp
GWB,"Great Western Bancorp, Inc.",41.02,2410374743,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/gwb
GEF,Greif Bros. Corporation,54.41,3202021318,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gef
GRUB,GrubHub Inc.,43.43,3743820350,n/a,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/grub
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",105.75,5932575000,n/a,2006,Transportation,Aerospace,http://www.nasdaq.com/symbol/pac
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",200.02,6000600000,n/a,n/a,Transportation,Aerospace,http://www.nasdaq.com/symbol/asr
AVAL,Grupo Aval Acciones y Valores S.A.,8.44,9402589233,n/a,2014,Finance,Commercial Banks,http://www.nasdaq.com/symbol/aval
GSH,Guangshen Railway Company Limited,26.44,3745774366,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/gsh
GWRE,"Guidewire Software, Inc.",67.5,5020550978,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gwre
HRB,"H&R Block, Inc.",26.99,5591445778,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hrb
FUL,H. B. Fuller Company,52.83,2669352821,n/a,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/ful
HAE,Haemonetics Corporation,41.27,2165201248,n/a,1991,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hae
HBI,Hanesbrands Inc.,22.85,8320869978,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/hbi
HOG,"Harley-Davidson, Inc.",53.69,9397803428,n/a,n/a,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/hog
HE,"Hawaiian Electric Industries, Inc.",33.67,3661627820,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/he
HR,Healthcare Realty Trust Incorporated,35.2,4101226765,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hr
HTA,"Healthcare Trust of America, Inc.",31.78,6307272076,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hta
HLS,HealthSouth Corporation,47.36,4242020897,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hls
HL,Hecla Mining Company,5.54,2193800865,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hl
HEI,Heico Corporation,73.39,6188156659,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/hei
HP,"Helmerich & Payne, Inc.",55.85,6063465498,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hp
HLF,Herbalife LTD.,70.94,6617834617,n/a,2004,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/hlf
HXL,Hexcel Corporation,51.52,4681653106,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hxl
HIW,"Highwoods Properties, Inc.",52.14,5319306689,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hiw
HI,Hillenbrand Inc,36.55,2301755585,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,79,5195577200,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,26.74,2634691558,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hth
HGV,Hilton Grand Vacations Inc.,36.07,3572330851,n/a,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hgv
HEP,"Holly Energy Partners, L.P.",31.99,2044892323,n/a,2004,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,26.47,4694569406,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hfc
HLI,"Houlihan Lokey, Inc.",34.53,2279329098,n/a,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/hli
HHC,Howard Hughes Corporation (The),125.6,5064365202,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hhc
HRG,"HRG Group, Inc.",18.95,3800296937,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrg
HUBB,Hubbell Inc,119.57,6581310003,n/a,2015,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",70.55,2579016840,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hubs
HPP,"Hudson Pacific Properties, Inc.",35.79,5585080250,n/a,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/hpp
HII,"Huntington Ingalls Industries, Inc.",196.67,9050663718,n/a,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/hii
